vehicle_id;euro;model;model_extended;brand;configuration;cabin;length;width;height;power;mega;mileage;wheelbase;gearbox;registered_at;retarder;stock_at;entry_at;internet_price;is_new;production_at;cabin;brand;configuration;gearbox;has_t1;total_weight;net_weight;fuel;has_crane;crane_brand;crane_ton;crane_location;has_crane_hook;bed_amount;tank_amount;has_hydraulics;is_damaged;axle_reduction;driver_side;suspension;retarder_type;has_airco
345875;5;TGX;TGX 41.540;MAN;8X4;XXL;775;255;395;540;0;662799;405;HANDGESCHAKELD;17/06/2013;true;10/12/2025;26/11/2025;26900;false;11/04/2013;XXL;MAN;8X4;HANDGESCHAKELD;0;27250;0;diesel;false;;;;false;;1;true;false;hub;L;;Retarder;
339761;6;S-WAY;S-WAY 460;IVECO;4X2;ACTIVE SPACE;630;255;333;460;0;386948;379;AUTOMAAT;9/12/2022;true;18/11/2025;5/11/2025;20900;false;;ACTIVE SPACE;IVECO;4X2;AUTOMAAT;0;20000;6938;LNG;false;;;;false;;2;false;false;single;L;;Retarder;
326465;6;S-WAY;S-WAY 490;IVECO;4X2;ACTIVE SPACE;620;255;380;490;0;54843;380;AUTOMAAT;10/06/2024;false;15/05/2025;6/05/2025;50900;false;1/01/2024;ACTIVE SPACE;IVECO;4X2;AUTOMAAT;0;20000;6870;diesel;false;;;;false;;2;false;true;;L;;;
343386;6;S-WAY;S-WAY 460;IVECO;4X2;ACTIVE SPACE;610;255;378;460;1;424673;365;AUTOMAAT;4/05/2020;true;6/11/2025;29/10/2025;29400;false;;ACTIVE SPACE;IVECO;4X2;AUTOMAAT;0;19000;6765;diesel;false;;;;false;;2;false;false;single;L;;Retarder;
344390;6;S-WAY;S-WAY 460;IVECO;4X2;ACTIVE SPACE;610;255;380;460;1;527084;365;AUTOMAAT;4/05/2020;true;3/12/2025;14/11/2025;27900;false;;ACTIVE SPACE;IVECO;4X2;AUTOMAAT;0;19000;;diesel;false;;;;false;;2;false;false;single;L;;Retarder;
344391;6;S-WAY;S-WAY 460;IVECO;4X2;ACTIVE SPACE;610;255;390;460;1;501317;361;AUTOMAAT;4/05/2020;true;24/11/2025;14/11/2025;27900;false;;ACTIVE SPACE;IVECO;4X2;AUTOMAAT;0;19000;;diesel;false;;;;false;;2;false;false;single;L;;Retarder;
346081;6;FH;FH 460;VOLVO;4X2;GLOBETROTTER;600;255;375;460;0;841470;380;AUTOMAAT;12/10/2020;false;10/12/2025;5/12/2025;38900;false;29/09/2020;GLOBETROTTER;VOLVO;4X2;AUTOMAAT;0;19500;7599;diesel;false;;;;false;;1;false;false;single;L;;;
324919;6;TGX;TGX 18.460;MAN;4X2;XXL;600;255;392;460;0;637081;360;AUTOMAAT;5/05/2019;true;30/05/2025;26/05/2025;14400;false;7/11/2018;XXL;MAN;4X2;AUTOMAAT;0;19000;;diesel;false;;;;false;;2;false;false;;L;;Retarder;
339147;6;T;T 480;RENAULT;4X2;HIGH SLEEPER CAB;620;255;398;480;0;245403;380;AUTOMAAT;6/06/2023;true;13/10/2025;7/10/2025;71400;false;27/09/2023;HIGH SLEEPER CAB;RENAULT;4X2;AUTOMAAT;0;21000;0;diesel;false;;;;false;;2;false;false;single;L;;Retarder;
326265;6;TGX;TGX 18.460;MAN;4X2;XXL;605;254;396;460;0;686293;360;AUTOMAAT;5/03/2019;true;6/05/2025;29/04/2025;14400;false;7/12/2018;XXL;MAN;4X2;AUTOMAAT;0;19000;8001;diesel;false;;;;false;;2;false;false;single;L;;Retarder;
325664;6;TGX;TGX 18.460;MAN;4X2;XXL;595;257;400;460;0;663658;360;AUTOMAAT;2/01/2019;true;24/04/2025;22/04/2025;14400;false;6/11/2018;XXL;MAN;4X2;AUTOMAAT;0;19000;8111;diesel;false;;;;false;;2;false;false;single;L;;Retarder;
344169;6;;S-WAY NP 460;IVECO;4X2;ACTIVE SPACE;635;255;400;460;0;613382;380;AUTOMAAT;8/05/2020;true;30/10/2025;28/10/2025;15750;false;;ACTIVE SPACE;IVECO;4X2;AUTOMAAT;0;19500;8335;LNG;false;;;;false;;2;false;false;single;L;;Retarder;
340834;6;X-WAY;X-WAY 500;IVECO;4X2;ACTIVE SPACE LONG;630;255;345;500;0;135;380;AUTOMAAT;24/06/2025;true;20/10/2025;1/10/2025;84900;true;;ACTIVE SPACE LONG;IVECO;4X2;AUTOMAAT;0;20500;6736;diesel;false;;;;false;;1;false;false;hub;L;;Retarder;
317543;6;S;S460;SCANIA;4X2;CS20 HIGHLINE;615;254;400;460;0;208449;376;AUTOMAAT;2/10/2023;true;15/04/2025;8/04/2025;78900;false;30/08/2023;CS20 HIGHLINE;SCANIA;4X2;AUTOMAAT;0;19000;8761;diesel;false;;;;;;2;false;false;single;L;;Retarder;
333973;6;T;T 520;RENAULT;6X4;SLEEPER CAB;725;254;365;520;0;524549;360;AUTOMAAT;9/03/2017;true;24/07/2025;21/07/2025;43900;false;1/04/2017;SLEEPER CAB;RENAULT;6X4;AUTOMAAT;0;35000;9931;diesel;false;;;;false;;1;true;false;hub;L;;Retarder;
336978;6;S;S500;SCANIA;6X2;CS20 HIGHLINE;645;255;400;500;0;26;410;AUTOMAAT;1/01/2025;true;28/11/2025;21/11/2025;133900;true;;CS20 HIGHLINE;SCANIA;6X2;AUTOMAAT;0;26500;;diesel;false;;;;false;;2;false;false;single;L;;Retarder;
329951;6;P;P410;SCANIA;4X2;CP20L;705;255;400;410;0;845000;395;AUTOMAAT;31/01/2019;true;11/06/2025;6/06/2025;23500;false;12/12/2018;CP20L;SCANIA;4X2;AUTOMAAT;0;19000;;diesel;false;;;;false;;2;false;false;single;L;;Retarder;
347222;6;T;T 520;RENAULT;4X2;HIGH SLEEPER CAB;605;255;395;520;0;356638;380;AUTOMAAT;15/12/2022;true;2/12/2025;29/11/2025;59900;false;10/11/2022;HIGH SLEEPER CAB;RENAULT;4X2;AUTOMAAT;0;21000;8490;diesel;false;;;;false;;2;false;false;single;L;;Retarder;
341362;6;S;S450;SCANIA;4X2;;600;255;360;450;0;741642;375;AUTOMAAT;19/09/2018;true;15/10/2025;30/09/2025;28400;false;4/09/2018;CS20 N;SCANIA;4X2;AUTOMAAT;0;20500;8384;diesel;false;;;;false;;2;false;false;single;L;;Retarder;
345810;6;ACTROS;ACTROS 1848;MERCEDES;4X2;BIGSPACE;605;255;405;480;0;701313;355;AUTOMAAT;12/02/2019;false;9/12/2025;29/11/2025;27900;false;11/02/2019;BIGSPACE;MERCEDES;4X2;AUTOMAAT;0;18000;8220;diesel;false;;;;false;;2;false;false;single;L;;;
346276;6;R;R450;SCANIA;4X2;CR20 HIGHLINE;595;255;374;450;0;837086;375;AUTOMAAT;20/07/2017;true;4/12/2025;2/12/2025;29900;false;16/06/2017;CR20 HIGHLINE;SCANIA;4X2;AUTOMAAT;0;19000;7764;diesel;false;;;;false;;1;false;false;single;L;;Retarder;
337594;6;R;R410;SCANIA;4X2;HIGHLINE CR19;600;255;350;410;0;582021;370;AUTOMAAT;9/10/2014;true;26/11/2025;16/10/2025;18900;false;19/09/2014;HIGHLINE CR19;SCANIA;4X2;AUTOMAAT;0;20500;8229;diesel;false;;;;false;;2;false;false;single;L;;Retarder;
344362;6;;;GINAF;4X2;SLEEPER HIGH CAB;625;255;405;480;0;7948;380;AUTOMAAT;15/08/2023;false;9/12/2025;1/12/2025;149900;false;12/05/2022;SLEEPER HIGH CAB;GINAF;4X2;AUTOMAAT;0;19500;8540;electric;false;;;;false;;0;false;false;single;L;;;
337098;6;ACTROS;ACTROS 1848;MERCEDES;4X2;BIGSPACE;630;255;400;480;0;67;370;AUTOMAAT;26/11/2025;true;9/12/2025;8/12/2025;112900;true;1/10/2025;BIGSPACE;MERCEDES;4X2;AUTOMAAT;0;18000;0;diesel;false;;;;false;;2;false;false;single;L;;Retarder;
318645;6;S;S460;SCANIA;4X2;CS20 HIGHLINE;625;254;400;460;0;264362;376;AUTOMAAT;18/03/2023;true;24/04/2025;17/03/2025;68900;false;24/02/2023;CS20 HIGHLINE;SCANIA;4X2;AUTOMAAT;0;19000;8699;diesel;false;;;;false;;2;false;false;single;L;;Retarder;
341364;6;S;S450;SCANIA;4X2;;615;255;398;450;0;675893;375;AUTOMAAT;24/05/2019;true;3/10/2025;1/10/2025;35900;false;16/05/2019;CS20 N;SCANIA;4X2;AUTOMAAT;0;20500;8223;diesel;false;;;;false;;1;false;false;single;L;;Retarder;
341244;6;STRALIS;STRALIS XP 510;IVECO;4X2;ACTIVE SPACE;610;255;380;510;0;734436;362;AUTOMAAT;23/11/2018;true;25/11/2025;13/11/2025;17400;false;;ACTIVE SPACE;IVECO;4X2;AUTOMAAT;0;18000;7927;diesel;false;;;;false;;1;true;false;single;L;;Retarder;
340954;6;S-WAY;S-WAY 480;IVECO;4X2;ACTIVE SPACE;615;255;400;480;0;667974;361;AUTOMAAT;15/01/2021;true;20/10/2025;9/10/2025;28400;false;;ACTIVE SPACE;IVECO;4X2;AUTOMAAT;0;20000;0;diesel;false;;;;false;;1;false;false;single;L;;Retarder;true
340955;6;S-WAY;S-WAY 480;IVECO;4X2;ACTIVE SPACE;600;255;398;480;0;557110;361;AUTOMAAT;22/07/2021;true;22/10/2025;9/10/2025;29400;false;;ACTIVE SPACE;IVECO;4X2;AUTOMAAT;0;20000;7818;diesel;false;;;;false;;1;false;false;single;L;;Retarder;true
345814;6;R;R490;SCANIA;4X2;TOPLINE CR19;600;255;370;490;1;1128129;370;AUTOMAAT;22/12/2014;true;19/11/2025;6/11/2025;13400;false;26/11/2014;TOPLINE CR19;SCANIA;4X2;AUTOMAAT;0;19000;0;diesel;false;;;;false;;2;false;false;single;L;;Retarder;
344855;5;FM;FM 450;VOLVO;4X2;GLOBETROTTER LXL;585;255;350;450;0;788539;360;AUTOMAAT;12/12/2012;false;3/12/2025;20/11/2025;14900;false;20/11/2012;GLOBETROTTER LXL;VOLVO;4X2;AUTOMAAT;0;20000;6992;diesel;false;;;;false;;1;false;false;single;L;;;true
339646;6;S-WAY;;IVECO;4X2;ACTIVE SPACE;630;255;395;460;0;291023;380;AUTOMAAT;1/01/2022;true;19/11/2025;12/11/2025;21900;false;;ACTIVE SPACE;IVECO;4X2;AUTOMAAT;0;20000;6938;LNG;false;;;;false;;2;false;false;single;L;;Retarder;
331142;6;S;S450;SCANIA;4X2;CS20 HIGHLINE;615;252;398;450;0;622212;375;AUTOMAAT;17/06/2021;true;28/08/2025;12/08/2025;50900;false;27/05/2021;CS20 HIGHLINE;SCANIA;4X2;AUTOMAAT;0;19000;8895;diesel;false;;;;false;;2;false;false;single;L;;Retarder;false
321207;6;ACTROS;ACTROS 1851;MERCEDES;4X2;BIGSPACE;617;250;402;510;0;279987;370;AUTOMAAT;6/01/2023;false;24/03/2025;24/03/2025;58900;false;3/11/2022;BIGSPACE;MERCEDES;4X2;AUTOMAAT;0;18000;8268;diesel;false;;;;;;2;;false;single;L;;;
321199;6;ACTROS;ACTROS 1851;MERCEDES;4X2;BIGSPACE;623;250;400;510;0;271189;370;AUTOMAAT;6/01/2023;false;18/03/2025;17/03/2025;58900;false;18/10/2022;BIGSPACE;MERCEDES;4X2;AUTOMAAT;0;18000;8268;diesel;false;;;;;;2;false;false;single;L;;;
347618;6;ACTROS;ACTROS 1845;MERCEDES;4X2;GIGASPACE;635;255;395;450;0;454997;385;AUTOMAAT;4/03/2022;false;4/12/2025;26/11/2025;43900;false;23/07/2021;GIGASPACE;MERCEDES;4X2;AUTOMAAT;0;19000;8093;diesel;false;;;;false;;1;true;false;single;L;;;
347217;6;TGX;TGX 28.560;MAN;6X2;XXL;695;255;400;560;0;647178;330;AUTOMAAT;18/08/2015;true;2/12/2025;26/11/2025;17400;false;7/07/2015;XXL;MAN;6X2;AUTOMAAT;0;28000;9355;diesel;false;;;;false;;1;false;false;single;L;;Retarder;
346096;6;TGX;TGX 18.470;MAN;4X2;GX;595;255;380;470;0;598348;360;AUTOMAAT;11/02/2021;true;2/12/2025;28/11/2025;35900;false;2/10/2020;GX;MAN;4X2;AUTOMAAT;0;20500;7738;diesel;false;;;;false;;1;false;false;single;L;;Retarder;
341033;6;XF;XF 480;DAF;4X2;SUPER SPACE CAB;610;255;395;480;1;470498;380;AUTOMAAT;1/01/2022;false;27/10/2025;16/10/2025;31900;false;9/12/2021;SUPER SPACE CAB;DAF;4X2;AUTOMAAT;0;19000;0;diesel;false;;;;false;;2;false;false;single;L;;;
341970;6;ACTROS;ACTROS 1845;MERCEDES;4X2;STREAMSPACE;630;255;405;450;0;621135;385;AUTOMAAT;30/01/2020;false;17/10/2025;13/10/2025;36900;false;23/12/2019;STREAMSPACE;MERCEDES;4X2;AUTOMAAT;0;19000;0;diesel;false;;;;false;;2;false;false;single;L;;;
341035;6;XF;XF 480;DAF;4X2;SUPER SPACE CAB;610;255;395;480;1;459878;380;AUTOMAAT;10/03/2022;false;20/10/2025;16/10/2025;31900;false;9/12/2021;SUPER SPACE CAB;DAF;4X2;AUTOMAAT;0;19000;0;diesel;false;;;;false;;2;false;false;single;L;;;
336283;6;XF;XF 480;DAF;4X2;SUPER SPACE CAB;590;255;400;480;0;624772;380;AUTOMAAT;2/01/2020;false;2/09/2025;26/08/2025;16400;false;28/11/2019;SUPER SPACE CAB;DAF;4X2;AUTOMAAT;0;20500;8097;diesel;false;;;;false;;1;true;false;single;L;;;
347744;6;T;T 440;RENAULT;4X2;HIGH SLEEPER CAB;600;255;400;440;0;454296;380;AUTOMAAT;29/07/2022;false;2/12/2025;28/11/2025;41900;false;6/07/2022;HIGH SLEEPER CAB;RENAULT;4X2;AUTOMAAT;0;21000;8295;diesel;false;;;;false;;2;false;false;single;L;;;
316716;6;FH16;FH16 750;VOLVO;4X2;GLOBETROTTER XL;0;0;0;750;0;143064;380;AUTOMAAT;14/04/2023;false;28/02/2025;26/02/2025;121900;false;30/01/2023;GLOBETROTTER XL;VOLVO;4X2;AUTOMAAT;0;20500;8514;diesel;false;;;;false;;2;false;false;single;L;;;
343738;6;ACTROS;ACTROS 1845;MERCEDES;4X2;STREAMSPACE;620;255;390;450;0;736811;370;AUTOMAAT;18/06/2018;false;17/11/2025;24/10/2025;19400;false;11/05/2018;STREAMSPACE;MERCEDES;4X2;AUTOMAAT;0;19000;7528;diesel;false;;;;false;;1;false;false;single;L;;;
343192;6;TGX;TGX 18.470;MAN;4X2;GX;630;255;390;470;0;427390;390;AUTOMAAT;19/08/2022;false;4/11/2025;28/10/2025;40500;false;7/09/2022;GX;MAN;4X2;AUTOMAAT;0;19000;8073;diesel;false;;;;false;;2;false;false;single;L;;;
329601;6;S-WAY;S-WAY 460;IVECO;4X2;ACTIVE SPACE;635;256;397;460;1;364021;379;AUTOMAAT;14/04/2021;true;23/06/2025;6/06/2025;31400;false;;ACTIVE SPACE;IVECO;4X2;AUTOMAAT;0;19000;6806;diesel;false;;;;false;;1;false;false;single;L;;Retarder;
345093;6;S-WAY;S-WAY 570;IVECO;4X2;ACTIVE SPACE;600;255;390;570;0;660371;361;AUTOMAAT;11/08/2020;true;8/12/2025;4/12/2025;35900;false;;ACTIVE SPACE;IVECO;4X2;AUTOMAAT;0;20500;0;diesel;false;;;;false;;1;false;false;single;L;;Retarder;
349126;6;R;R520;SCANIA;6X2;TOPLINE CP19;645;255;395;520;0;1124293;400;AUTOMAAT;19/12/2013;true;8/12/2025;5/12/2025;22900;false;27/11/2013;TOPLINE CP19;SCANIA;6X2;AUTOMAAT;0;23500;9542;diesel;false;;;;false;;1;false;false;single;L;;Retarder;
338967;6;T;T HIGH 520;RENAULT;4X2;HIGH SLEEPER CAB;600;255;387;520;0;613399;380;AUTOMAAT;15/07/2020;false;29/09/2025;24/09/2025;34900;false;24/03/2020;HIGH SLEEPER CAB;RENAULT;4X2;AUTOMAAT;0;21000;7919;diesel;false;;;;false;;1;true;false;single;L;;;
343471;5;R;R560;SCANIA;6X2;SLAAP CR19;630;254;395;560;0;1147291;400;HANDGESCHAKELD;1/04/2013;true;11/11/2025;5/11/2025;20900;false;23/11/2012;SLAAP CR19;SCANIA;6X2;HANDGESCHAKELD;0;24300;333;diesel;false;;;;false;;2;false;false;single;L;;Retarder;
347956;6;R;R450;SCANIA;4X2;CR20 HIGHLINE;605;255;375;450;0;780179;375;AUTOMAAT;7/08/2018;true;4/12/2025;1/12/2025;30900;false;22/06/2018;CR20 HIGHLINE;SCANIA;4X2;AUTOMAAT;0;19000;7718;diesel;false;;;;false;;1;;false;single;L;;Retarder;
338963;6;T;T 520;RENAULT;4X2;HIGH SLEEPER CAB;605;255;400;520;0;672513;384;AUTOMAAT;17/06/2020;false;29/09/2025;23/09/2025;34900;false;24/03/2020;HIGH SLEEPER CAB;RENAULT;4X2;AUTOMAAT;0;21000;7919;diesel;false;;;;false;;1;true;false;single;L;;;
344171;6;;S-WAY NP 460;IVECO;4X2;ACTIVE SPACE;635;255;400;460;0;523324;380;AUTOMAAT;5/10/2020;true;18/11/2025;28/10/2025;16750;false;;ACTIVE SPACE;IVECO;4X2;AUTOMAAT;0;20000;6938;LNG;false;;;;false;;2;false;false;single;L;;Retarder;
347474;6;ACTROS;ACTROS 1943;MERCEDES;4X2;BIGSPACE;630;255;392;430;0;560780;385;AUTOMAAT;1/07/2019;false;5/12/2025;28/11/2025;23900;false;1/04/2019;BIGSPACE;MERCEDES;4X2;AUTOMAAT;0;19000;7556;diesel;false;;;;false;;1;false;false;single;L;;;
345776;6;R;R450;SCANIA;4X2;CR20 HIGHLINE;595;255;400;450;1;725182;375;AUTOMAAT;25/09/2020;true;20/11/2025;11/11/2025;38400;false;18/08/2020;CR20 HIGHLINE;SCANIA;4X2;AUTOMAAT;0;19000;8518;diesel;false;;;;false;;2;false;false;single;L;;Retarder;
322045;5;TGX;TGX 18.480;MAN;4X2;GM;620;250;393;480;0;18;390;HANDGESCHAKELD;1/01/9999;false;10/04/2025;31/03/2025;68900;true;28/03/2025;GM;MAN;4X2;HANDGESCHAKELD;0;20100;0;diesel;false;;;;false;;2;false;false;single;L;;;
343806;6;R;R450;SCANIA;4X2;HIGHLINE CR19;600;255;370;450;0;1044646;370;AUTOMAAT;10/11/2014;true;10/12/2025;19/11/2025;15400;false;22/10/2014;HIGHLINE CR19;SCANIA;4X2;AUTOMAAT;0;20100;;diesel;false;;;;false;;1;false;false;single;L;;Retarder;
347617;6;ACTROS;ACTROS 1845;MERCEDES;4X2;GIGASPACE;640;255;395;450;0;489575;385;AUTOMAAT;3/02/2022;false;12/12/2025;27/11/2025;43900;false;3/08/2021;GIGASPACE;MERCEDES;4X2;AUTOMAAT;0;19000;8093;diesel;false;;;;false;;1;true;false;single;L;;;
340830;6;S-WAY;S-WAY 580;IVECO;4X2;ACTIVE SPACE LONG;625;255;400;580;0;483;380;AUTOMAAT;25/09/2025;false;3/10/2025;30/09/2025;83900;true;;ACTIVE SPACE LONG;IVECO;4X2;AUTOMAAT;0;20000;0;diesel;false;;;;false;;1;false;false;single;L;;;
346056;6;ACTROS;ACTROS 1845;MERCEDES;4X2;GIGASPACE;620;255;395;450;0;607016;370;AUTOMAAT;22/02/2021;true;8/12/2025;4/12/2025;38900;false;24/02/2021;GIGASPACE;MERCEDES;4X2;AUTOMAAT;0;18000;7839;diesel;false;;;;false;;1;false;false;single;L;;Retarder;
347860;6;ACTROS;ACTROS 1845;MERCEDES;4X2;GIGASPACE;620;255;395;450;0;568068;370;AUTOMAAT;27/05/2021;true;8/12/2025;4/12/2025;39900;false;2/06/2021;GIGASPACE;MERCEDES;4X2;AUTOMAAT;0;18000;7828;diesel;false;;;;false;;1;false;false;single;L;;Retarder;
346757;6;R;R490;SCANIA;6X2;TOPLINE CR19;645;255;390;490;0;614287;407;AUTOMAAT;20/07/2015;true;1/12/2025;20/11/2025;25400;false;26/02/2015;TOPLINE CR19;SCANIA;6X2;AUTOMAAT;0;27000;9457;diesel;false;;;;false;;2;false;false;single;L;;Retarder;
347616;6;ACTROS;ACTROS 1945;MERCEDES;4X2;GIGASPACE;635;255;395;450;0;474455;385;AUTOMAAT;3/02/2022;false;2/12/2025;27/11/2025;43900;false;2/08/2021;GIGASPACE;MERCEDES;4X2;AUTOMAAT;0;19000;8093;diesel;false;;;;false;;1;true;false;single;L;;;
336339;6;XF;XF 480;DAF;4X2;SPACE CAB;615;255;365;480;1;608043;380;AUTOMAAT;7/07/2017;false;18/11/2025;3/11/2025;13400;false;5/10/2017;SPACE CAB;DAF;4X2;AUTOMAAT;0;19500;0;diesel;false;;;;false;;1;false;false;single;L;;;
346100;6;TGX;TGX 18.470;MAN;4X2;GX;690;255;380;470;0;614936;360;AUTOMAAT;1/12/2020;true;2/12/2025;28/11/2025;32900;false;9/10/2020;GX;MAN;4X2;AUTOMAAT;0;20500;7713;diesel;false;;;;false;;1;false;false;single;L;;Retarder;
333635;6;XG;XG 480;DAF;4X2;XG;655;254;400;480;0;330570;400;AUTOMAAT;21/01/2023;false;29/08/2025;22/08/2025;53900;false;7/12/2022;XG;DAF;4X2;AUTOMAAT;0;19500;8318;diesel;false;;;;false;;2;false;false;single;L;;;
318643;6;S;S460;SCANIA;4X2;CS20 HIGHLINE;605;254;405;460;0;266200;377;AUTOMAAT;18/03/2023;true;3/04/2025;18/03/2025;68900;false;23/02/2023;CS20 HIGHLINE;SCANIA;4X2;AUTOMAAT;0;19000;8699;diesel;false;;;;false;;2;false;false;single;L;;Retarder;
344782;6;XF;XF 480;DAF;4X2;SUPER SPACE CAB;630;255;400;480;0;393283;380;AUTOMAAT;18/02/2021;true;28/11/2025;14/11/2025;32900;false;25/01/2021;SUPER SPACE CAB;DAF;4X2;AUTOMAAT;0;19500;8388;diesel;false;;;;false;;2;false;false;single;L;;Retarder;
337440;6;XF;XF 450;DAF;4X2;SUPER SPACE CAB;615;255;400;450;0;428860;380;AUTOMAAT;1/01/2020;false;23/09/2025;18/09/2025;22900;false;3/02/2020;SUPER SPACE CAB;DAF;4X2;AUTOMAAT;0;19500;0;diesel;false;;;;false;;1;false;false;;L;;;
343388;6;STRALIS;STRALIS 460;IVECO;4X2;;605;255;398;460;1;528081;361;AUTOMAAT;4/05/2020;true;6/11/2025;1/11/2025;27900;false;;;IVECO;4X2;AUTOMAAT;0;19000;6765;diesel;false;;;;false;;2;false;false;single;L;;Retarder;
344784;6;XF;XF 480;DAF;4X2;SUPER SPACE CAB;620;255;400;480;0;503598;380;AUTOMAAT;8/03/2021;true;3/12/2025;14/11/2025;31900;false;17/02/2021;SUPER SPACE CAB;DAF;4X2;AUTOMAAT;0;19500;8438;diesel;false;;;;false;;2;false;false;single;L;;Retarder;
342041;6;TGS;TGS 18.460;MAN;4X2;L;595;255;310;460;0;262668;360;AUTOMAAT;17/10/2018;true;12/12/2025;5/12/2025;0;false;15/05/2018;L;MAN;4X2;AUTOMAAT;0;19000;7053;diesel;false;;;;false;;1;true;false;single;L;;Retarder;
347490;0;TGX;;MAN;4X2;;;;;;0;0;;;9/03/2018;false;12/12/2025;9/12/2025;0;false;;;MAN;4X2;;0;;;unknown;false;;;;false;;;;false;;;;;
347491;0;TGX;;MAN;4X2;;;;;;0;0;;;22/05/2018;false;12/12/2025;9/12/2025;0;false;;;MAN;4X2;;0;;;unknown;false;;;;false;;;;false;;;;;
337439;6;XF;XF 450;DAF;4X2;SUPER SPACE CAB;620;255;400;450;0;505145;380;AUTOMAAT;9/03/2020;false;15/09/2025;11/09/2025;21900;false;3/02/2020;SUPER SPACE CAB;DAF;4X2;AUTOMAAT;0;18000;7672;diesel;false;;;;false;;1;false;false;single;L;;;
337437;6;XF;XF 450;DAF;4X2;SUPER SPACE CAB;615;250;400;450;0;436495;380;AUTOMAAT;27/08/2020;false;18/09/2025;11/09/2025;22900;false;30/06/2020;SUPER SPACE CAB;DAF;4X2;AUTOMAAT;0;18000;7604;diesel;false;;;;false;;1;false;false;single;L;;;
340861;6;TGX;TGX 18.500;MAN;4X2;XXL;600;254;390;500;1;695062;360;AUTOMAAT;13/02/2019;true;9/10/2025;6/10/2025;17400;false;6/03/2019;XXL;MAN;4X2;AUTOMAAT;0;19000;;diesel;false;;;;false;;2;false;false;single;L;;Retarder;
339531;6;XF;XF 480;DAF;4X2;SUPER SPACE CAB;610;255;405;480;1;503322;380;AUTOMAAT;15/01/2019;false;9/10/2025;25/09/2025;19400;false;31/10/2018;SUPER SPACE CAB;DAF;4X2;AUTOMAAT;0;19500;8415;diesel;false;;;;false;;2;false;false;single;L;;;
342964;6;ACTROS;ACTROS 1845;MERCEDES;4X2;STREAMSPACE;620;255;382;450;0;486691;370;AUTOMAAT;18/03/2014;false;11/12/2025;14/11/2025;18900;false;6/03/2014;STREAMSPACE;MERCEDES;4X2;AUTOMAAT;0;19000;7744;diesel;false;;;;false;;1;false;false;single;L;;;
347197;6;XF;XF 480;DAF;4X2;SUPER SPACE CAB;610;215;250;480;1;439763;380;AUTOMAAT;6/11/2019;false;3/12/2025;26/11/2025;22400;false;17/07/2019;SUPER SPACE CAB;DAF;4X2;AUTOMAAT;0;19000;8154;diesel;false;;;;false;;2;false;false;single;L;;;
329686;6;FH;FH 460;VOLVO;4X2;GLOBETROTTER;605;255;380;460;0;183342;380;AUTOMAAT;23/06/2023;false;18/06/2025;12/06/2025;62400;false;10/05/2023;GLOBETROTTER;VOLVO;4X2;AUTOMAAT;0;20500;8102;diesel;false;;;;false;;2;false;false;single;L;;;
348096;6;FM;FM 410;VOLVO;4X2;GLOBETROTTER;590;255;345;410;0;333176;370;AUTOMAAT;1/06/2018;false;4/12/2025;3/12/2025;25900;false;21/03/2018;GLOBETROTTER;VOLVO;4X2;AUTOMAAT;0;20100;6969;diesel;false;;;;false;;1;true;false;single;L;;;true
334018;6;XF;XF 480;DAF;4X2;SUPER SPACE CAB;630;250;315;480;0;854125;380;AUTOMAAT;10/07/2018;false;13/08/2025;17/07/2025;11400;false;24/05/2018;SUPER SPACE CAB;DAF;4X2;AUTOMAAT;0;20500;0;diesel;false;;;;false;;2;false;false;single;L;;;
347620;6;ACTROS;ACTROS 1945;MERCEDES;4X2;GIGASPACE;640;255;397;450;0;473260;385;AUTOMAAT;7/02/2022;false;4/12/2025;26/11/2025;43900;false;28/07/2021;GIGASPACE;MERCEDES;4X2;AUTOMAAT;0;19000;8093;diesel;false;;;;false;;1;true;false;single;L;;;
343398;6;XF;XF 480;DAF;4X2;SUPER SPACE CAB;625;255;398;480;0;731533;380;AUTOMAAT;15/03/2018;false;10/11/2025;4/11/2025;16900;false;25/01/2018;SUPER SPACE CAB;DAF;4X2;AUTOMAAT;0;20500;8487;diesel;false;;;;false;;2;false;false;single;L;;;
341251;6;STRALIS;STRALIS 510;IVECO;4X2;ACTIVE SPACE;610;255;400;510;0;391974;361;AUTOMAAT;24/07/2017;true;26/11/2025;13/11/2025;23900;false;;ACTIVE SPACE;IVECO;4X2;AUTOMAAT;0;19700;7915;diesel;false;;;;false;;1;true;false;single;L;;Retarder;
318635;6;S;S460;SCANIA;4X2;CS20 HIGHLINE;615;260;400;460;0;266278;375;AUTOMAAT;25/02/2023;true;26/03/2025;17/03/2025;68900;false;3/02/2023;CS20 HIGHLINE;SCANIA;4X2;AUTOMAAT;0;19000;8711;diesel;false;;;;false;;2;false;false;single;L;;Retarder;
338549;6;XF;XF 530;DAF;6X2;SUPER SPACE CAB;655;255;400;530;0;629968;415;AUTOMAAT;12/04/2019;false;18/09/2025;10/09/2025;35900;false;19/12/2018;SUPER SPACE CAB;DAF;6X2;AUTOMAAT;0;27000;9400;diesel;false;;;;false;;1;false;false;single;L;;;
